publication_schema_version,batch_id,publication_disposition,model_key,model,scheduled_episodes,terminal_missingness_episodes,eligible_episodes,planned_groups,eligible_groups,repeats_per_group,minimum_required_groups_per_task,dar,tar_executed,tar_strong,delta_dt_executed,delta_dt_strong,delta_dt_executed_ci_low,delta_dt_executed_ci_high,flags_per_100_eligible_cases,path_variation_per_100_unanimous_cases,model_minimum_gate_met,global_publication_gate_passed,analysis_contract_sha256,schedule_sha256,launch_contract_sha256,source_analysis_sha256
dfah-prospective-api-diagnostic-aggregate-v1,prospective-api-20260723-01,diagnostic_aggregate_only_primary_inference_not_permitted,gpt-5.6-terra,gpt-5.6-terra,300,4,288,100,96,3,45,0.951304347826087,0.6936231884057972,0.5150724637681159,0.25768115942028996,0.4362318840579712,0.21057971014492757,0.3055072463768116,57.69565217391305,66.65697674418604,True,False,b8ca2db285efff801ed34090599c547849756ee5d24eeb954a3c021148e59e37,792517a13242f0719f23e8dbe8fb08fbb8d1e18ceb22394dd60cca05314ea476,014a1ed39983b311827150a12a3766eb264bb537888c6b3d8d90093ed3b28277,a52c1e9bf85c90d58a0a1a623bf90ca6a8e0bef9a365d376b1b7ac8d5c212bb3
dfah-prospective-api-diagnostic-aggregate-v1,prospective-api-20260723-01,diagnostic_aggregate_only_primary_inference_not_permitted,claude-sonnet-5,claude-sonnet-5,300,6,282,100,94,3,45,0.9415151515151514,0.6686363636363637,0.45000000000000007,0.2728787878787879,0.4915151515151518,0.22212121212121214,0.3245454545454546,56.68181818181819,68.88513513513513,False,False,b8ca2db285efff801ed34090599c547849756ee5d24eeb954a3c021148e59e37,792517a13242f0719f23e8dbe8fb08fbb8d1e18ceb22394dd60cca05314ea476,014a1ed39983b311827150a12a3766eb264bb537888c6b3d8d90093ed3b28277,a52c1e9bf85c90d58a0a1a623bf90ca6a8e0bef9a365d376b1b7ac8d5c212bb3
